,avg_price,availability_rate,total_revenue,n_of_diff_dates,minimum_stay_mode
52776168,296.75,0.5448113207547169,57050.0,424,1
41321217,1000.0,0.5400943396226415,195000.0,424,2
53151612,430.47169811320754,0.9528301886792453,10190.0,424,3
41813666,681.9575471698113,0.5636792452830188,127330.0,424,5
38818200,634.4882075471698,1.0,,424,3
40236441,64.67924528301887,0.3018867924528302,2320.0,53,3
47291982,340.6367924528302,0.9127358490566038,16110.0,424,5
38899673,268.70283018867923,0.5165094339622641,53590.0,424,3
30889664,597.5542452830189,0.16745283018867924,188503.0,424,3
15500038,377.00471698113205,0.3891509433962264,97463.0,424,5
39215658,1811.3207547169811,0.07783018867924528,703800.0,424,7
30334519,351.8867924528302,0.6816037735849056,32300.0,424,2
31069380,486.5683962264151,0.22641509433962265,160890.0,424,2
22421421,265.6585365853659,0.975609756097561,262.0,41,1
734707774394612996,754.8418491484185,0.21654501216545013,239490.0,411,1
52214716,1003.6496350364963,0.9051094890510949,44220.0,411,3
728531681504670920,206.61800486618006,0.9829683698296837,700.0,411,3
32371924,494.24242424242425,0.8929292929292929,40700.0,495,2
40154354,350.0,0.2959558823529412,134050.0,544,1
47746340,265.183970856102,0.3879781420765027,93027.0,549,4
53997426,278.14858490566036,0.6415094339622641,41847.0,424,2
45911573,557.3820754716982,0.9127358490566038,34450.0,424,4
23707413,379.4403892944039,0.9732360097323601,8800.0,411,3
40250642,430.5613305613306,0.44490644490644493,102700.0,481,2
31878628,499.7641509433962,0.2830188679245283,151900.0,424,2
53320899,794.0801886792453,0.8726415094339622,36120.0,424,1
51431557,510.6132075471698,1.0,,424,4
27981528,264.05027932960894,0.3202979515828678,102730.0,537,1
27718978,1155.6307692307691,0.9153846153846154,43996.0,390,4
47269826,477.05882352941177,0.3713235294117647,169024.0,544,2
41676390,371.0377358490566,0.8962264150943396,19310.0,424,3
33497482,298.7877358490566,0.7806603773584906,38926.0,424,3
35769555,1250.0,0.5328467153284672,240000.0,411,7
46724379,345.04716981132077,0.8278301886792453,30301.0,424,3
29761442,422.9143897996357,0.16757741347905283,181470.0,549,2
33653647,779.1391509433962,0.4481132075471698,217875.0,424,5
41859251,600.1179245283018,0.9457547169811321,19200.0,424,5
38980085,764.1745283018868,0.3561320754716981,201950.0,424,3
47337400,201.43514150943398,0.6273584905660378,34458.5,424,1
53008127,245.70754716981133,0.8042452830188679,28700.0,424,3
28979932,985.1415094339623,0.23820754716981132,316700.0,424,7
40261346,1000.0,1.0,,411,1
21045150,3340.8981132075473,0.2811320754716981,1729228.0,530,1
47921968,1000.0,0.5636792452830188,185000.0,424,5
45757663,641.308962264151,0.8891509433962265,40398.0,424,2
41074064,593.3962264150944,0.9339622641509434,16800.0,424,2
19034009,227.44820717131475,0.3207171314741036,74930.0,502,5
53115314,541.2735849056604,0.9245283018867925,33500.0,424,1
41082173,619.7267759562842,0.2641165755919854,254950.0,549,2
38800916,291.72169811320754,0.3608490566037736,72150.0,424,1
47558531,358.08743169398906,0.5938069216757741,88280.0,549,3
54078098,950.0,0.9878345498783455,4750.0,411,3
42602544,346.8160377358491,0.29009433962264153,106050.0,424,5
32134287,299.0919811320755,0.9221698113207547,16360.0,424,2
22322959,571.9191919191919,0.2297979797979798,172430.0,396,5
38192672,500.0,0.9976415094339622,500.0,424,10
31103520,1629.127358490566,0.9740566037735849,19800.0,424,7
629724091250673746,258.879781420765,0.2677595628415301,112490.0,549,2
40585153,600.0,0.0,318000.0,530,2
40449599,1172.987012987013,0.2987012987012987,74100.0,77,3
740367579417162170,384.8811881188119,0.8985148514851485,21712.0,404,2
31141252,236.5983606557377,0.19057377049180327,98450.0,488,2
16882234,574.1293260473589,0.604735883424408,109447.0,549,1
53175731,515.7122641509434,0.875,26204.0,424,3
674002120882449712,256.39150943396226,0.5330188679245284,44525.0,424,5
45749084,526.0849056603773,0.8325471698113207,35500.0,424,1
728979451728673879,306.69099756690997,0.948905109489051,6700.0,411,2
46926726,165.80424528301887,0.9693396226415094,1659.0,424,3
52965209,593.3962264150944,0.42452830188679247,149000.0,424,3
16049093,419.8867924528302,0.4033018867924528,106398.0,424,2
30332330,270.70754716981133,0.8938679245283019,17720.0,424,2
41761142,293.20717131474106,0.9641434262948207,6660.0,502,1
46072703,529.127358490566,0.7712264150943396,69050.0,424,3
709464350330796171,814.9367396593674,0.2822384428223844,227106.0,411,1
45512442,375.92216981132077,0.7900943396226415,49441.0,424,2
31971999,459.74056603773585,0.875,31800.0,424,3
622878708674009200,621.2264150943396,0.5023584905660378,132660.0,424,5
41408275,300.0,0.31839622641509435,86700.0,424,2
39132422,185.03642987249543,0.3205828779599271,67620.0,549,2
41862633,321.28953771289537,0.012165450121654502,130300.0,411,3
29702211,5000.0,0.9740566037735849,55000.0,424,6
53825213,1380.0,1.0,,424,7
41170693,448.673417721519,0.14936708860759493,130124.0,395,2
39109062,1210.4716981132076,0.8466981132075472,89860.0,424,3
30343788,1115.2358490566037,0.9504716981132075,22460.0,424,4
41493620,388.79716981132077,0.9787735849056604,6300.0,424,5
32524381,219.92924528301887,0.1721698113207547,66400.0,424,2
41321561,170.29716981132074,0.2099056603773585,47316.0,424,2
22306996,554.127358490566,0.9764150943396226,5900.0,424,7
707087342579493959,355.8490566037736,0.18160377358490565,120090.0,424,2
46390981,250.44811320754718,0.6297169811320755,43490.0,424,3
53628572,800.0,0.9787735849056604,7200.0,424,1
48601349,753.0555555555555,0.23232323232323232,234460.0,396,3
41634696,502.64150943396226,0.9858490566037735,3320.0,424,1
726145935631635289,374.2688679245283,0.25235849056603776,110690.0,424,2
15523493,349.83575883575884,0.577962577962578,48439.0,481,4
48954184,1850.0,0.9316037735849056,53650.0,424,4
40777141,1007.4528301886793,0.6485849056603774,150640.0,424,3
30950504,700.0,0.7759433962264151,66500.0,424,8
9784227,276.72169811320754,0.9245283018867925,12080.0,424,1
39950982,452.8066037735849,0.5377358490566038,89190.0,424,7
52582512,950.0,0.16037735849056603,338200.0,424,3
49968308,535.0235849056604,0.8773584905660378,47650.0,424,3
15632254,600.0,0.7277227722772277,66000.0,404,5
48379021,308.8342440801457,0.7668488160291439,52145.0,549,2
687757820659405525,316.21462264150944,0.8679245283018868,24885.0,424,3
40191152,1336.8867924528302,0.38207547169811323,304356.0,424,3
52590776,1111.8867924528302,1.0,,424,5
45699948,484.50471698113205,0.9622641509433962,11050.0,424,1
736368711602102162,529.7323600973236,0.9318734793187348,12730.0,411,1
29339208,350.0,0.0,148400.0,424,1
53318805,860.2189781021898,0.9245742092457421,30200.0,411,2
48345277,816.8867924528302,0.9292452830188679,38900.0,424,3
40093238,1200.0,0.7834549878345499,106800.0,411,4
40660728,400.0,0.9882075471698113,2000.0,424,5
737497241349859806,199.990099009901,0.47029702970297027,38996.0,404,1
54156347,685.0,0.8759124087591241,34935.0,411,5
15791567,475.47169811320754,0.8844339622641509,36100.0,424,4
38640237,482.4292452830189,0.3632075471698113,123850.0,424,7
37347085,416.6617647058824,0.20588235294117646,40594.0,136,1
52760273,708.0458167330677,0.26095617529880477,309170.0,502,1
53936201,818.0316455696203,0.7172995780590717,106544.0,474,5
38852725,340.0,0.3231132075471698,80680.0,424,3
40828524,200.0,0.0,84800.0,424,3
46941758,313.20047169811323,0.9811320754716981,1832.0,424,2
38547049,223.79781420765028,0.2750455373406193,85890.0,549,4
48109229,488.39622641509436,0.9386792452830188,15300.0,424,5
29588457,646.7452830188679,0.8066037735849056,54090.0,424,4
38210188,307.311320754717,0.8608490566037735,26900.0,424,2
709941676148126069,215.1179245283019,0.41509433962264153,45450.0,424,2
45008157,1926.8990384615386,0.19471153846153846,581000.0,416,2
21632405,440.54245283018867,0.8655660377358491,34570.0,424,3
46854533,700.0,0.9829683698296837,4900.0,411,1
45199933,600.0,0.9882075471698113,3000.0,424,2
553405333961155501,464.62264150943395,0.9033018867924528,37650.0,424,2
53448627,498.32547169811323,0.330188679245283,128160.0,424,4
16672298,800.0,0.5212264150943396,162400.0,424,5
36942167,450.0,0.0,190800.0,424,3
646376067533645507,800.6180048661801,0.22627737226277372,238060.0,411,3
53154219,348.77358490566036,0.7099056603773585,53740.0,424,3
708889911065031410,1989.0212264150944,0.9882075471698113,12390.0,424,3
45711835,958.7028301886793,0.16037735849056603,342940.0,424,5
51669111,441.22641509433964,0.33726415094339623,104840.0,424,3
31308787,857.0,0.1792452830188679,298236.0,424,5
605748852048435444,318.686320754717,0.33962264150943394,88190.0,424,4
43769569,302.24056603773585,0.9245283018867925,13250.0,424,2
31333893,509.6698113207547,0.47877358490566035,111820.0,424,3
39242761,791.7452830188679,0.4339622641509434,204000.0,424,5
23234630,318.6309523809524,0.20714285714285716,118940.0,420,2
52751645,790.2358490566038,0.29952830188679247,244270.0,424,5
41473656,700.3655660377359,0.4056603773584906,185220.0,424,5
41122722,1463.561320754717,0.8042452830188679,176650.0,424,5
36743876,800.0,0.2099056603773585,268000.0,424,6
716138541547008183,389.52830188679246,0.9575471698113207,6300.0,424,1
52416938,1499.0,0.8929440389294404,65956.0,411,7
53341411,438.91509433962267,0.8018867924528302,45940.0,424,3
53715659,1755.6603773584907,0.33490566037735847,507600.0,424,7
46878566,283.78712871287127,0.15594059405940594,93300.0,404,2
23779860,648.7264150943396,0.06367924528301887,259960.0,424,1
41266511,1200.0,1.0,,424,8
40920962,574.0566037735849,1.0,,424,3
734258201885868535,2200.0,0.9854014598540146,13200.0,411,1
47847374,346.5566037735849,0.8278301886792453,31585.0,424,3
682678593442961196,437.2877358490566,0.28773584905660377,120260.0,424,1
40658129,313.9622641509434,0.2028301886792453,99150.0,424,3
26197944,328.259900990099,0.08663366336633663,122900.0,404,7
17013106,963.7264150943396,0.5471698113207547,175560.0,424,2
31556344,1021.816037735849,0.37264150943396224,263800.0,424,2
48586673,1026.854961832061,0.9389312977099237,34750.0,393,2
53240509,1500.0,1.0,,424,7
39972515,593.8561320754717,0.3089622641509434,208816.0,424,5
39871680,752.112676056338,0.3873239436619718,56500.0,142,4
47543180,291.5330188679245,0.4221698113207547,80260.0,424,2
39250478,163.67941712204006,0.16757741347905283,78820.0,549,1
30922946,144.53488372093022,0.9883720930232558,1010.0,516,1
583440296151591216,970.316301703163,0.9318734793187348,38500.0,411,5
39810645,810.0235849056604,0.8985849056603774,38300.0,424,5
710739184958846083,100.30660377358491,0.12971698113207547,38110.0,424,1
46371374,970.5424528301887,0.9245283018867925,31080.0,424,2
54315426,309.4339622641509,0.22641509433962265,101000.0,424,1
37363818,1875.4245283018868,0.17688679245283018,629850.0,424,2
53844708,366.3561320754717,0.46462264150943394,73065.0,424,3
47530161,700.0,0.22627737226277372,222600.0,411,5
50795879,487.5943396226415,0.6533018867924528,72030.0,424,4
47566797,700.0,0.9854014598540146,4200.0,411,5
41227471,309.29440389294405,0.851581508515815,22960.0,411,2
31204438,207.31132075471697,0.14858490566037735,70500.0,424,3
42788291,275.58962264150944,0.31839622641509435,52100.0,424,1
41316537,273.33962264150944,0.18632075471698112,98574.0,424,2
31924629,90.0,0.5801886792452831,16020.0,424,4
40888327,544.5754716981132,0.5047169811320755,110500.0,424,7
53973724,663.183962264151,0.24764150943396226,198230.0,424,1
43774252,491.50943396226415,0.21226415094339623,163400.0,424,7
53581602,502.3820754716981,0.7806603773584906,47310.0,424,5
28739877,736.6415094339623,0.8183962264150944,65000.0,424,7
41470273,279.23349056603774,0.8962264150943396,16485.0,424,2
40777247,180.0,0.8113207547169812,14400.0,424,2
17013895,195.0,0.0,8190.0,42,2
49337624,510.7311320754717,0.8254716981132075,53350.0,424,3
41126139,1300.0,0.33726415094339623,365300.0,424,5
46870908,103.18396226415095,0.25707547169811323,32675.0,424,1
537827378871242681,2459.745283018868,0.9316037735849056,40577.0,424,5
706489268796750096,542.9599056603773,0.294811320754717,155554.0,424,1
16566726,1300.0,0.9716981132075472,15600.0,424,7
30771626,907.5471698113207,0.8183962264150944,70300.0,424,1
41533462,230.34608378870675,0.3533697632058288,62018.0,549,2
51879136,488.7769784172662,0.23980815347721823,148000.0,417,5
15596961,800.0,0.9740566037735849,8800.0,424,7
39890282,700.0,0.45047169811320753,163100.0,424,5
39721922,400.0,0.9787735849056604,3600.0,424,7
719530284000950518,576.1557177615572,0.9197080291970803,24250.0,411,3
733418998222323665,711.7128953771289,0.26520681265206814,240669.0,411,3
9658725,186.86320754716982,0.7476415094339622,23349.0,424,3
41266951,1570.0,0.14285714285714285,384000.0,280,5
678163579509447368,99.02122641509433,0.9976415094339622,190.0,424,1
45973790,394.00943396226415,0.9669811320754716,9000.0,424,3
53772254,331.95754716981133,0.3867924528301887,70700.0,424,5
41269558,212.58254716981133,0.35377358490566035,57810.0,424,2
52488813,463.561320754717,0.9433962264150944,12450.0,424,3
715713871870273384,330.75471698113205,0.9245283018867925,12000.0,424,1
40675590,397.1782178217822,0.849009900990099,29800.0,404,3
41496656,1077.5,1.0,,396,1
48660818,2926.0919811320755,0.3419811320754717,815863.0,424,7
52652931,325.30413625304135,0.6204379562043796,56560.0,411,2
39837626,723.5731132075472,0.09669811320754718,283895.0,424,4
51301217,291.6058394160584,0.45985401459854014,52590.0,411,2
39331223,618.1603773584906,0.5872641509433962,112250.0,424,5
41082289,935.1769087523278,0.9497206703910615,34570.0,537,2
39316910,706.8867924528302,0.5424528301886793,158900.0,424,4
30529269,231.6058394160584,0.8588807785888077,12760.0,411,5
53694042,1012.9716981132076,0.9174528301886793,36750.0,424,5
53188113,1941.0377358490566,0.38443396226415094,527400.0,424,4
53325047,463.8679245283019,0.6108490566037735,81590.0,424,3
22400829,600.0,0.009433962264150943,252000.0,424,4
38749990,247.64963503649636,0.145985401459854,27768.0,137,5
51742599,874.7877358490566,0.9457547169811321,28750.0,424,3
699234968695487659,260.96462264150944,0.3113207547169811,64080.0,424,2
39685785,278.3301886792453,0.28773584905660377,47558.0,424,3
739908931513590445,395.03960396039605,0.8787128712871287,19621.0,404,6
22367379,272.4268867924528,0.13443396226415094,103417.0,424,1
45726200,1034.316037735849,0.8183962264150944,90800.0,424,4
52582287,998.0,0.19339622641509435,341316.0,424,6
16644316,530.6569343065694,0.44038929440389296,107300.0,411,2
747114691595591344,437.32323232323233,0.8383838383838383,39940.0,396,5
604521043281534642,460.54245283018867,0.5448113207547169,91580.0,424,2
9471763,199.9124767225326,0.297951582867784,67952.0,537,3
52630294,1250.0,0.714622641509434,151250.0,424,10
46313632,1000.0,0.9902676399026764,4000.0,411,1
31543199,579.5990566037735,0.20754716981132076,195650.0,424,3
565849654006523112,436.5566037735849,0.36556603773584906,117600.0,424,3
46351569,416.29952830188677,0.20754716981132076,134861.0,424,4
22245880,826.122641509434,0.15330188679245282,298341.0,424,2
46566783,539.9453551912568,0.9799635701275046,4400.0,549,2
22428497,382.6556603773585,0.37971698113207547,98949.0,424,2
30354217,408.25790754257906,0.4768856447688564,80854.0,411,2
23023313,437.14622641509436,0.9292452830188679,13750.0,424,2
20075152,126.50943396226415,0.4410377358490566,28670.0,424,1
47783121,440.99056603773585,0.41509433962264153,111120.0,424,5
38103386,716.6933962264151,0.9221698113207547,24148.0,424,3
589182296599768810,591.7216981132076,0.4693396226415094,134870.0,424,1
30456723,330.0,0.0,139920.0,424,4
53214388,470.8490566037736,0.46226415094339623,107320.0,424,3
54074024,1800.0,1.0,,424,1
16687106,402.64150943396226,0.8962264150943396,18140.0,424,10
23681951,804.9528301886793,0.9599056603773585,14300.0,424,4
53102384,538.1367924528302,0.37971698113207547,144240.0,424,2
40971559,398.3490566037736,0.125,148400.0,424,1
16716659,900.0,0.5212264150943396,182700.0,424,12
709463941737482542,672.247641509434,0.33490566037735847,172256.0,424,1
36032020,440.99528301886795,0.1721698113207547,156455.0,424,3
755732166904907454,336.9043927648579,0.4186046511627907,41146.0,387,1
47816646,423.8820754716981,0.9363207547169812,15223.0,424,3
614614310649261133,199.0,0.7287735849056604,22885.0,424,1
560128678283668498,553.5377358490566,0.839622641509434,23800.0,424,6
43699589,650.0,0.635036496350365,97500.0,411,5
31740594,663.7469586374696,0.8588807785888077,53000.0,411,2
32020999,454.24528301886795,0.8372641509433962,32050.0,424,3
726366059837814361,982.0924574209246,0.9537712895377128,18740.0,411,5
47385736,596.6161616161617,0.23737373737373738,190160.0,396,5
40532740,301.1556603773585,0.3278301886792453,90590.0,424,2
52758042,3217.7615571776155,0.9732360097323601,37100.0,411,3
720152193247985251,161.03773584905662,0.9952830188679245,230.0,424,1
53740866,217.99528301886792,0.5801886792452831,38920.0,424,4
40560834,591.6415094339623,0.5566037735849056,149162.0,530,1
693024169316156606,1000.0,0.6739659367396593,134000.0,411,2
10703351,511.3679245283019,0.8584905660377359,34860.0,424,10
46282420,579.8349056603773,0.9976415094339622,600.0,424,5
47172145,822.4952830188679,0.5259433962264151,161532.0,424,7
54404085,356.27358490566036,0.9693396226415094,5550.0,424,3
634019495753065741,419.0801886792453,0.9669811320754716,7900.0,424,2
53273394,463.1957547169811,0.6627358490566038,68960.0,424,2
38645838,300.0,0.6009732360097324,49200.0,411,4
31972121,243.16037735849056,0.9457547169811321,10600.0,424,5
721754693718811881,1300.0,0.9858490566037735,7800.0,424,1
22031263,386.08962264150944,0.8183962264150944,54125.0,424,3
45655263,796.1800486618005,0.9221411192214112,38000.0,411,3
608072083416134345,326.83962264150944,0.4410377358490566,53970.0,424,2
53599319,1060.1415094339623,0.8561320754716981,70600.0,424,5
32006813,100.0,0.5801886792452831,17800.0,424,3
38867358,500.0,0.5117924528301887,103500.0,424,5
30904034,250.25,0.8349056603773585,16096.0,424,2
558481029019897262,528.7028301886793,0.7759433962264151,34420.0,424,1
53147308,670.7783018867924,0.9198113207547169,24940.0,424,1
28929249,213.52122641509433,0.18632075471698112,76906.0,424,1
17434239,627.2641509433962,0.27358490566037735,109110.0,424,4
53124941,849.4103773584906,1.0,,424,10
54067586,270.2358490566038,0.29952830188679247,49680.0,424,7
52376744,200.0,1.0,,424,1
40228868,661.7216981132076,0.25235849056603776,209970.0,424,1
51904335,935.1179245283018,0.4033018867924528,248130.0,424,3
655784887044646764,264.0566037735849,0.8867924528301887,15440.0,424,2
53962478,750.0,0.7169811320754716,90000.0,424,4
45935232,517.5235849056604,0.9575471698113207,9255.0,424,5
54111270,240.0,0.9952830188679245,480.0,424,2
30413869,560.9834905660377,0.9433962264150944,15465.0,424,5
45350304,510.1061320754717,0.375,134140.0,424,3
16028904,822.0259433962265,0.9410377358490566,22981.0,424,5
46644365,385.37735849056605,0.9433962264150944,14200.0,424,2
53092590,888.0808080808081,0.9696969696969697,11780.0,396,3
739006870197257987,1386.6818181818182,0.41414141414141414,335702.0,396,5
23041328,173.67924528301887,0.20754716981132076,45580.0,424,4
41256200,304.29245283018867,0.9882075471698113,1500.0,424,5
53445765,503.89294403892944,0.4282238442822384,115580.0,411,3
607098625768369589,578.7146226415094,0.23349056603773585,207100.0,424,4
41317188,706.5683962264151,0.46462264150943394,166305.0,424,2
640011391336388796,893.6981132075472,0.5377358490566038,182108.0,424,7
45802421,500.0,0.19464720194647203,165500.0,411,2
31326954,495.0943396226415,0.44575471698113206,130160.0,424,2
28160414,574.6367924528302,0.5707547169811321,111678.0,424,3
22804067,250.0,0.9905660377358491,1000.0,424,3
21479549,600.0,1.0,,424,3
584020081608125100,182.71226415094338,0.17688679245283018,66100.0,424,1
36452039,887.5731132075472,0.7971698113207547,114248.0,424,1
30755946,141.6509433962264,0.9858490566037735,1500.0,424,2
53257909,106.21462264150944,0.36792452830188677,28810.0,424,1
39629644,408.11475409836066,0.16029143897996356,206680.0,549,3
53895742,75.11792452830188,0.7358490566037735,7635.0,424,1
32230652,234.85849056603774,0.49764150943396224,28960.0,424,3
40478488,996.933962264151,0.964622641509434,13500.0,424,5
46704215,266.62735849056605,0.054245283018867926,108330.0,424,3
39315649,633.6792452830189,0.6462264150943396,98800.0,424,5
20432864,200.0,0.1792452830188679,69600.0,424,2
583188146814735405,596.316037735849,0.3278301886792453,98938.0,424,7
53973763,468.75,0.22877358490566038,151910.0,424,5
53428425,857.4209245742093,0.6131386861313869,136400.0,411,3
45456914,368.08962264150944,0.9811320754716981,6000.0,424,8
22876986,255.14150943396226,0.08962264150943396,100620.0,424,1
40910065,400.17031630170317,0.46472019464720193,77420.0,411,5
53275562,1768.1603773584907,0.8537735849056604,60650.0,424,5
569727477825054356,600.0,0.5094339622641509,124800.0,424,3
717202888145823124,470.2189781021898,0.9829683698296837,5250.0,411,3
37804764,670.2676399026764,0.3260340632603406,189320.0,411,5
698609052948535659,1780.05540166205,0.2077562326869806,514800.0,361,3
31945409,550.0,0.0,233200.0,424,1
44895797,212.06890130353818,0.13594040968342644,103854.0,537,3
40814808,405.89622641509436,0.5589622641509434,77050.0,424,6
47802450,276.4663023679417,0.8233151183970856,27380.0,549,1
46415101,1580.0,0.9457547169811321,36340.0,424,10
21657916,263.79716981132077,0.4363207547169811,53775.0,424,3
22648075,693.9292452830189,0.8490566037735849,56135.0,424,3
22307401,362.688679245283,0.9292452830188679,17770.0,424,3
54243243,600.0,0.5801886792452831,106800.0,424,1
684137520256598843,553.066037735849,0.875,26500.0,424,1
689452680635282056,450.0,0.3333333333333333,123300.0,411,2
46532180,457.7830188679245,0.9127358490566038,19950.0,424,6
31971404,465.3938679245283,0.9245283018867925,24320.0,424,5
53864989,803.8929440389294,0.21897810218978103,251200.0,411,7
709356160853061949,847.4056603773585,1.0,,424,7
45973928,1000.0,0.5094339622641509,208000.0,424,7
16426910,352.24056603773585,0.9858490566037735,3900.0,424,1
43468529,492.07547169811323,0.07075471698113207,195300.0,424,3
725865705556694521,1521.1084905660377,0.6886792452830188,211200.0,424,6
35520112,863.8131313131313,0.3207070707070707,238570.0,396,5
21368756,862.5,0.06578947368421052,61050.0,76,3
53558707,1419.3396226415093,0.24056603773584906,506700.0,424,3
730644723519092285,140.0,0.6301703163017032,21280.0,411,1
15941269,472.4410377358491,0.8632075471698113,35531.0,424,2
54121561,381.3868613138686,0.9464720194647201,9500.0,411,3
48252978,191.6058394160584,0.26763990267639903,55830.0,411,3
22383070,300.0,0.6886792452830188,40100.0,424,5
32155445,600.0,0.9551886792452831,11400.0,424,2
41133526,269.6933962264151,0.6910377358490566,35950.0,424,4
30617740,530.8254716981132,0.2429245283018868,168810.0,424,3
21780661,565.4481132075472,0.9457547169811321,9800.0,424,5
52903424,1000.0,1.0,,424,1
22063940,642.9245283018868,0.4716981132075472,143500.0,424,5
53803935,469.9882075471698,0.36556603773584906,109635.0,424,4
20564012,140.28301886792454,0.06839622641509434,48780.0,424,4
54140718,574.7641509433962,0.2169811320754717,181250.0,424,4
747111093441290505,994.040404040404,0.9823232323232324,6300.0,396,1
40843465,1400.0,0.5448113207547169,270200.0,424,10
41256358,300.0,1.0,,411,5
31465816,650.0,0.9764150943396226,6500.0,424,10
16586622,857.0165094339623,0.3136792452830189,237002.0,424,5
45889892,413.07783018867923,0.7712264150943396,53825.0,424,2
53498029,729.4403892944039,0.9148418491484185,25900.0,411,1
51958812,438.99056603773585,0.20047169811320756,161591.0,424,3
32486859,699.7806603773585,0.839622641509434,72352.0,424,2
580541688425401383,400.0,0.9457547169811321,9200.0,424,2
22337474,389.29245283018867,0.11320754716981132,142880.0,424,5
35912949,350.0,0.35377358490566035,95900.0,424,2
47111832,722.9952830188679,0.18632075471698112,239450.0,424,4
50312140,68.66745283018868,0.15566037735849056,24325.0,424,1
716052942421498618,107.72169811320755,0.9528301886792453,3025.0,424,1
40892344,396.4525252525253,0.38585858585858585,131255.0,495,5
51622696,759.941037735849,0.07547169811320754,295655.0,424,3
50567595,162.87735849056602,0.5400943396226415,31770.0,424,1
41621157,1000.0,0.9787735849056604,9000.0,424,10
694323946805319275,818.1939058171745,0.34349030470914127,157963.0,361,3
16507319,540.3466981132076,0.7948113207547169,77914.0,424,3
685485453000519951,1056.7216981132076,0.7594339622641509,91800.0,424,2
16804726,2500.0,0.9716981132075472,30000.0,424,10
32766950,442.01946472019466,0.41362530413625304,109245.0,411,5
622986798940783834,270.0,0.10613207547169812,102330.0,424,2
30271062,468.3490566037736,0.9457547169811321,13550.0,424,5
31481283,220.7806603773585,0.08018867924528301,80973.0,424,2
52585644,508.8160377358491,0.9504716981132075,9368.0,424,2
54337886,388.5377358490566,0.46226415094339623,71427.0,424,2
46959681,505.1367924528302,1.0,,424,7
508081388970673187,208.49056603773585,0.6108490566037735,36150.0,424,5
35767789,341.5377128953771,0.9927007299270073,1800.0,411,3
49369605,182.35849056603774,0.37735849056603776,50480.0,424,1
642629355870261819,282.87735849056605,0.8278301886792453,18250.0,424,4
45926816,211.27358490566039,0.5801886792452831,36380.0,424,2
28465517,303.4811320754717,0.9551886792452831,9142.0,424,7
21091876,514.2822384428224,0.9245742092457421,21350.0,411,3
47311467,224.54481132075472,0.9834905660377359,4403.0,424,2
41165390,760.4952830188679,0.6155660377358491,115300.0,424,2
53673115,1200.0,0.32547169811320753,343200.0,424,5
48600810,5997.155660377359,0.39622641509433965,2463304.0,424,1
665236915472525453,190.46226415094338,0.2358490566037736,52776.0,424,3
46117077,441.92216981132077,0.33254716981132076,63675.0,424,2
572368704250611987,241.97080291970804,0.851581508515815,17330.0,411,2
30315370,562.6179245283018,0.6886792452830188,86000.0,424,2
49948623,453.6447688564477,0.41119221411192214,112968.0,411,3
39417651,625.7547169811321,0.6509433962264151,99720.0,424,30
52929834,562.2641509433962,0.8325471698113207,44200.0,424,5
38327538,396.8066037735849,0.3136792452830189,111720.0,424,2
53567582,1027.1438679245282,0.9410377358490566,30458.0,424,4
34600371,286.14150943396226,0.29245283018867924,77640.0,424,3
31434536,252.35849056603774,0.9009433962264151,11500.0,424,5
527368588316891258,542.2627737226277,0.25304136253041365,166820.0,411,5
746268050974638964,243.63636363636363,0.2777777777777778,66864.0,396,2
35678368,1330.0707547169811,0.8655660377358491,94450.0,424,7
23678011,364.9292452830189,0.9622641509433962,10300.0,424,3
43712530,398.73702830188677,0.2028301886792453,127426.5,424,3
38693604,373.08962264150944,0.4009433962264151,85270.0,424,6
46918672,381.25,0.9339622641509434,11600.0,424,3
744210382596366805,744.1161616161617,0.43686868686868685,174020.0,396,4
709218013002491630,544.6933962264151,0.9433962264150944,12300.0,424,7
42219953,311.08490566037733,0.9599056603773585,8650.0,424,3
689676675656498393,316.8938679245283,0.9693396226415094,9163.0,424,3
46004371,925.2358490566038,0.11084905660377359,349900.0,424,7
670223715850712114,401.8867924528302,1.0,,424,7
21743476,412.0518867924528,0.8679245283018868,32640.0,424,2
41769298,522.6179245283018,0.28773584905660377,148090.0,424,2
31649240,2500.0,0.3278301886792453,712500.0,424,5
46942717,322.4457547169811,0.8136792452830188,19001.0,424,2
39635217,397.7031630170316,0.2846715328467153,110310.0,411,5
32697747,415.8989898989899,0.4686868686868687,105300.0,495,5
52298467,283.39622641509436,0.5801886792452831,60790.0,424,3
22739656,944.8820754716982,0.25943396226415094,239880.0,424,5
47754124,311.6034063260341,0.9878345498783455,1995.0,411,3
46027787,656.6037735849056,0.9292452830188679,21500.0,424,2
39699287,500.0,0.5094339622641509,104000.0,424,5
40899047,222.6061320754717,0.2665094339622642,72187.0,424,3
52826100,700.0,1.0,,424,1
709245197514952702,955.8396226415094,0.9410377358490566,27214.0,424,3
38730549,638.9676767676767,0.9151515151515152,37138.0,495,1
39363955,549.2924528301887,0.5070754716981132,108650.0,424,6
1977915,626.5330188679245,0.8773584905660378,36000.0,424,2
675242237586865339,259.4339622641509,0.24528301886792453,70360.0,424,3
567544093724703559,226.86320754716982,0.9339622641509434,5260.0,424,2
33369975,1174.2092457420924,0.5742092457420924,204300.0,411,2
38548630,512.9683698296838,0.6277372262773723,88180.0,411,5
39300326,384.34177215189874,0.40759493670886077,90320.0,395,3
47507716,1146.933962264151,0.5778301886792453,138450.0,424,4
